recrd,vesslterms,feature_type,chart,latitude,longitude,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,Wrecks - Visible,"US,US,graph,Chart 11377",30.282839,-88.1387119,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11377",30.3434851,-88.1235029,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.181809,-88.0572701,,3.6,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.232955,-88.0204991,,0.1,,,Wrecks,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-236/09",30.2349444,-88.0160833,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3183893,-88.1187931,,2.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3466255,-88.0619286,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3866699,-87.8852484,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3,-87.95,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart11376",30.213698,-88.035615,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2333197,-88.0171543,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2827777,-88.1491259,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.1720753,-88.0368725,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2024488,-88.0684601,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2498721,-88.0733569,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3869395,-87.8852351,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 39/07",30.2816667,-88.1,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.29713,-88.130136,,,,,,depth unknown,always under water/submerged
,Civil War Vessel Tecumseh,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2302441,-88.0270809,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.23144,-88.025894,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.1989836,-88.0667982,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1705/14",30.2188056,-88.0416389,,9.1,,,,depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H12655",30.2925833,-88.1191667,,3.6,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 38/10",30.4502778,-88.0169444,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11380",30.4516528,-88.0961443,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11380",30.455003,-88.0916821,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11380",30.4513581,-88.0970041,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,HS-11308",30.4926389,-88.0226111,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11380",30.5304036,-88.1049862,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11380",30.4883484,-88.0283316,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11380",30.5449951,-88.0233426,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 53/13",30.4675,-88.05,,,,,,depth unknown,covers and uncovers
,Bahia Paraiso,Wrecks - Visible,"US,U1,graph,Chart 29123",-64.7808992,-64.0965414,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18649",37.781205,-122.5510801,,18.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.8042961,-122.5461704,,24.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.804927,-122.5408805,,28,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.7439674,-122.6572186,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.799196,-122.5005901,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.7882521,-122.6579902,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18649",37.7886687,-122.5985167,,14,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18649",37.7898211,-122.5543301,,18.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18649",37.7852514,-122.512339,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8047403,-122.3580682,,6.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7843584,-122.3790854,,14.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7666862,-122.3236338,,4.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,BP-181920,FE-477",37.7908044,-122.3831271,,21.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7740472,-122.2402889,,6.7,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC-10575,DD-6886(CEF)",37.7344579,-122.3748421,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7363575,-122.373077,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC-10575,DD-6886(CEF)",37.736621,-122.3713672,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,GC-10575,DD-6886(CEF)",37.7735467,-122.3940532,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7691531,-122.2828079,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC-10575,DD-6886(CEF)",37.7584058,-122.219566,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7733778,-122.2402833,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7780242,-122.2432083,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7876293,-122.2619953,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,HS-12226",37.7471861,-122.3857472,,7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.847801,-122.4784328,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.8481999,-122.4786912,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.8486185,-122.4785271,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22582",37.7869519,-122.261793,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7874806,-122.2639611,,6.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7840179,-122.2449861,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7747333,-122.2408917,,5.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7823373,-122.2592976,,6.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8447315,-122.369609,,7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18650",37.8160984,-122.3825547,,20.1,,,Wrecks,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.8199936,-122.4589843,,33.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7945111,-122.2798291,,3.6,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18650",37.7838785,-122.2467638,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7847428,-122.2475987,,2.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-2115/12",37.7745833,-122.3232222,,8.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7851349,-122.2480197,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18650",37.8169366,-122.4020578,,24.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7322846,-122.3604406,,7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7840735,-122.2547698,,0.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8341805,-122.4076088,,16.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7829167,-122.2588056,,8.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8138189,-122.3668346,,0.3,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7907861,-122.2747583,,9.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7854559,-122.2510406,,,,,Wrecks,depth unknown,covers and uncovers
,,"Wrecks - Submerged, nondangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7538284,-122.3782848,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8533333,-122.4366667,,,,,Reported,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18650",37.7829155,-122.2530838,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22582",37.7869444,-122.2621944,,5.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7726223,-122.2391929,,4.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.783549,-122.2535418,,0.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-2239/12",37.7831944,-122.2542222,,2.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7815278,-122.2594444,,5.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18620",40.0180971,-124.066745,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18651",37.606919,-122.191281,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18651",37.643306,-122.358374,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18651",37.461308,-122.020866,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18651",37.553127,-122.157785,,,,,,,always dry
,,distributed remains of wreck,"US,US,graph,Chart 18651",37.599117,-122.149232,,,,,,depth unknown,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18651",37.49552,-122.216182,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DB-8089-obs",37.535556,-122.189167,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DB-8089-obs",37.531111,-122.1925,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18651",37.666119,-122.389878,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18651",37.666783,-122.387666,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,11thCGD,LNM 14/04",37.985,-122.4041667,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18653",37.9663594,-122.469123,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18653",37.9121183,-122.4632665,,4.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-21230",37.8877777,-122.3882771,,1.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,FE-477",37.9233889,-122.3736944,,7,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,11thCGD,LNM 42/96",37.8655551,-122.4891655,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18653",37.9244733,-122.3668232,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18653",37.8692685,-122.4208896,,15.5,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.9370296,-122.414737,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18653",37.9370811,-122.4158579,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18653",37.936613,-122.4174648,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.8784527,-122.5067031,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.9661291,-122.4194433,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.9653126,-122.4175779,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.937423,-122.4144635,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.8674853,-122.491503,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18653",37.8678861,-122.4593897,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.8615169,-122.482931,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.8624906,-122.4893213,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.8836751,-122.5070817,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.8793292,-122.50107,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18653",37.9646888,-122.4193301,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18653",37.8724754,-122.5033874,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18653",37.9579815,-122.4411922,,21.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18653",37.8721905,-122.5024275,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-10761",38.0564136,-122.3187595,,5.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18654",38.012548,-122.4819,,,,,,depth unknown,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,reprt,11thCGD,LNM 36/07",38.2319444,-122.2927778,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,LNM 32/85",38.0367598,-122.3346214,,,,,10.3 meters/34 feet sailing vessel,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18654",38.003089,-122.463599,,,,,,depth unknown,covers and uncovers
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.230665,-122.625092,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.155923,-122.542911,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.2206726,-122.6028102,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.225882,-122.609285,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18654",38.0084915,-122.469843,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18654",38.0181915,-122.4637793,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.1157416,-122.4616439,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.059003,-122.345712,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.1212582,-122.2912395,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.2057726,-122.3755176,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.155688,-122.350899,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.155809,-122.292813,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18654",38.167144,-122.287927,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18655",38.1210405,-122.2869762,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,U1,reprt,NM 45/04",38.0636667,-122.2986667,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-222/00",38.0449167,-122.2760833,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-10283",38.0380891,-122.1454239,,6.4,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 18657",38.0528467,-122.193242,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 18657",38.04478,-122.1640712,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 18657",38.0465412,-122.1618337,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 18657",38.0617076,-122.1787128,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 18657",38.0524607,-122.1667842,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 18657",38.0564156,-122.1704185,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 18657",38.0563614,-122.1701087,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 18657",38.0424774,-122.1396458,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,11thCGD,LNM 05/04",38.0636711,-122.0987754,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,11thCGD,LNM 29/03",38.0783333,-122.0816667,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 18657",38.0769423,-122.1032694,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 18657",38.0617003,-122.1800403,,0.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 18657",38.054532,-122.1703219,,0.3,,,,least depth known,always under water/submerged
