recrd,vesslterms,feature_type,chart,latitude,longitude,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.4997911,-74.7849018,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.4835797,-74.543274,,23.7,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",36.8577608,-75.5960337,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.6807732,-74.4514444,,27.4,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 12200",39.0012889,-74.1661806,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.2838521,-74.1351678,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.0085194,-75.6498972,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,5thCGD,LNM 18/09",38.5952223,-73.6910556,,,,,F/V Lady mary,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.1673767,-75.0360327,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.9502249,-73.1008551,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.25575,-75.5114306,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,L-1483/09",37.9123333,-75.0236639,,16.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.436269,-74.683223,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.5391456,-75.4113763,,16.8,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.5007967,-74.8664854,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-30/02",37.6827858,-74.8862556,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.350662,-74.667153,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",36.200957,-75.6522182,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.8813159,-74.7734507,,19.2,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1244/08",38.1405556,-74.9618056,,14.6,found by multi-beam,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-840/06",38.3650967,-74.7702723,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.9433111,-75.5172472,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.5087031,-74.8422861,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",35.6663047,-75.2830559,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.6325408,-74.8438451,,21,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",35.8931436,-75.4339132,,23.7,,,Unexploded Ordnance,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,DD-13727",38.602,-74.6799167,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.0647211,-75.2267703,,21.9,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.7666442,-74.7512786,,14.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.2595308,-74.8513316,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.8027806,-74.5964944,,16.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.6724773,-74.479631,,27.4,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",36.8162921,-75.3980898,,16.8,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,chart 12200",38.8756889,-74.4161556,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.8577469,-75.1900684,,23.7,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.0678004,-74.1008993,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.0012278,-75.5755111,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.5523953,-73.8317882,,45.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.0596081,-74.921132,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.8332437,-73.2025719,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,5thCGD,WN 52/12",36.9166667,-74.7133333,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,L-1483/09",37.9187306,-75.0584444,,17.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.3850549,-74.6340597,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.2911945,-74.5093124,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.8019801,-75.2465813,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.0835842,-74.899776,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.5506899,-74.6003809,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.2935528,-74.7565306,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.3841257,-74.6497212,,,,,,,always under water/submerged
,Bow Mariner,"Wrecks - Submerged, nondangerous","US,US,reprt,5thCGD,LNM 23/07",37.88,-74.255,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.2228466,-74.763901,,18.6,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11555",38.4586598,-74.7856689,,21.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",35.56126,-75.333656,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.587221,-74.8269372,,22.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",35.7387405,-75.4577503,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.5344097,-74.5605565,,31,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",36.1497575,-75.2422773,,16.4,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.6463257,-74.7977187,,17.3,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.0838893,-74.7162328,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.7471177,-74.5981416,,24.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",35.0642296,-72.6587752,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.637877,-74.4008162,,27.4,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",36.8644509,-75.5087302,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.9118389,-74.5220806,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.0509442,-74.1893031,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.2588639,-75.4673333,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.6674278,-74.1329765,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.9762778,-74.9081268,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",39.0071591,-74.083372,,22.8,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.8827328,-74.7503357,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.1791007,-74.5597874,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.3909442,-74.6992752,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.2350783,-74.5278786,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,L-1483/09",37.9674917,-74.9945028,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.4845895,-74.5667888,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 12200",38.2504915,-74.8675379,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-823/09",38.5062778,-74.5258056,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11555",38.4080247,-74.7022602,,32.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",35.5444454,-75.2495841,,20.1,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.8249508,-74.7058007,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.7491075,-74.9617115,,16.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11555",38.4303725,-74.7674817,,18.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.5243547,-74.7907309,,25.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",35.6296876,-74.8939161,,31,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-732/2006",38.5136317,-74.698621,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",35.6166164,-74.832899,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,DD-13727",38.607485,-74.60755,,29.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.4608669,-74.942684,,29.2,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.7427355,-74.6120729,,29.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.7281004,-74.7514292,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.6029983,-74.475929,,21.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",38.8679753,-74.3878526,,19.5,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",37.9187985,-74.0035808,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",36.918017,-75.0009665,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.3013603,-74.0017399,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,H-11585",37.0000276,-75.0008504,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12200",38.9116516,-73.8834472,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12200",37.352203,-75.0820588,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1407/09",37.9280439,-74.9345469,,16.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22191",36.7285364,-75.5691717,,14.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22191",36.7978144,-75.4927383,,18.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,DD-22265",37.8333344,-75.1835494,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22265",37.7627436,-75.19716,,14.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-12338",37.5307417,-75.4270111,,17.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,HS-12337",37.5953944,-75.246675,,20.1,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22767",36.9892417,-75.3631167,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13203",40.99799,-69.45087,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 13203",41.03592,-69.45692,,,,,,,covers and uncovers
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",41.46837,-69.34726,,51.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13203",40.74977,-69.31557,,5.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13203",40.94864,-69.31661,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13203",40.931446,-69.3241576,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13203",41.79192,-67.96256,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",41.9577329,-67.6127338,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",42.08697,-67.6119,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",42.19987,-67.60966,,,,,Reported,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",41.96577,-67.5215,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",40.38812,-69.60649,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",40.4774241,-69.6431145,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",40.4406,-69.49242,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",40.6824377,-69.5157329,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",40.64659,-69.57405,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",41.21578,-69.61446,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",41.24429,-69.5626,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",40.32408,-69.34351,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",40.26665,-68.79911,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",40.40594,-69.16242,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",40.69931,-69.09909,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",41.5828234,-69.378442,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",42.1495393,-69.3736027,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13203",41.30015,-69.29043,,,,,,depth unknown,always under water/submerged
